Allele;Frequency
HLA-B51:71;0,00000002
HLA-B51:72;0,00000006
HLA-B51:73;0,00001363
HLA-B51:75;0,00000132
HLA-B51:76;0,00000002
HLA-B51:79;0,00000006
HLA-B51:80;0,00000002
HLA-B51:82;0,00000004
HLA-B51:83;0,00000022
HLA-B51:87;0,00000006
HLA-B51:88;0,00000000
HLA-B51:89;0,00000002
HLA-B51:90;0,00000002
HLA-B51:91;0,00000006
HLA-B51:92;0,00000010
HLA-B51:93;0,00000068
HLA-B51:95;0,00000000
HLA-B51:98;0,00000020
HLA-B52:01;0,02887633
HLA-B52:02;0,00000410
HLA-B52:03;0,00000136
HLA-B52:04;0,00003155
HLA-B52:05;0,00000503
HLA-B52:06;0,00000228
HLA-B52:07;0,00000101
HLA-B52:10;0,00000063
HLA-B52:11;0,00000175
HLA-B52:12;0,00000010
HLA-B52:16;0,00000006
HLA-B52:25;0,00000002
HLA-B52:30;0,00000678
HLA-B53:01;0,01931731
HLA-B53:02;0,00000707
HLA-B53:03;0,00000248
HLA-B53:04;0,00000402
HLA-B53:05;0,00001332
HLA-B53:06;0,00000025
HLA-B53:07;0,00000024
HLA-B53:08;0,00003318
HLA-B53:09;0,00000263
HLA-B53:10;0,00004563
HLA-B53:12;0,00000148
HLA-B53:13;0,00000147
HLA-B53:14;0,00000146
HLA-B53:15;0,00000014
HLA-B53:16;0,00000018
HLA-B53:19;0,00000040
HLA-B53:20;0,00000042
HLA-B53:21;0,00000040
HLA-B53:22;0,00000001
HLA-B53:24;0,00000016
HLA-B53:31;0,00000002
HLA-B54:01;0,00691000
HLA-B54:02;0,00000011
HLA-B54:03;0,00000021
HLA-B54:04;0,00000111
HLA-B54:05;0,00000013
HLA-B54:06;0,00000011
HLA-B54:07;0,00000033
HLA-B54:08;0,00000011
HLA-B54:09;0,00000011
HLA-B54:10;0,00000011
HLA-B54:11;0,00000011
HLA-B54:12;0,00000021
HLA-B54:13;0,00000011
HLA-B54:14;0,00000011
HLA-B54:15;0,00000011
HLA-B54:16;0,00000011
HLA-B54:18;0,00000011
HLA-B54:19;0,00000011
HLA-B54:20;0,00000023
HLA-B54:21;0,00000111
HLA-B54:22;0,00000011
HLA-B54:23;0,00000011
HLA-B54:24;0,00000011
HLA-B54:25;0,00000011
HLA-B54:26;0,00000011
HLA-B55:01;0,01218403
HLA-B55:02;0,00543407
HLA-B55:03;0,00003463
HLA-B55:04;0,00010016
HLA-B55:05;0,00000013
HLA-B55:07;0,00002982
HLA-B55:09;0,00000022
HLA-B55:10;0,00000107
HLA-B55:11;0,00000010
HLA-B55:12;0,00002498
HLA-B55:13;0,00000012
HLA-B55:14;0,00000012
HLA-B55:15;0,00001263
HLA-B55:17;0,00000036
HLA-B55:18;0,00000700
HLA-B55:20;0,00000002
HLA-B55:21;0,00000134
HLA-B55:23;0,00000200
HLA-B55:24;0,00000002
HLA-B55:25;0,00000077
HLA-B55:28;0,00000004
HLA-B55:29;0,00000003
HLA-B55:31;0,00000041
HLA-B55:33;0,00000004
HLA-B55:34;0,00000010
HLA-B55:35;0,00000002
HLA-B55:41;0,00000022
HLA-B55:45;0,00000004
HLA-B55:46;0,00000102
HLA-B55:49;0,00000068
HLA-B56:01;0,00562485
HLA-B56:02;0,00035718
HLA-B56:03;0,00018254
HLA-B56:04;0,00126002
HLA-B56:05;0,00000835
HLA-B56:06;0,00000149
HLA-B56:07;0,00000358
HLA-B56:08;0,00000085
HLA-B56:09;0,00000072
HLA-B56:10;0,00000819
HLA-B56:11;0,00000148
HLA-B56:12;0,00000028
HLA-B56:13;0,00000105
HLA-B56:14;0,00000247
HLA-B56:15;0,00000148
HLA-B56:16;0,00000076
HLA-B56:17;0,00000028
HLA-B56:18;0,00000028
HLA-B56:19;0,00000028
HLA-B56:20;0,00000331
HLA-B56:21;0,00000038
HLA-B56:22;0,00000087
HLA-B56:23;0,00000038
HLA-B56:25;0,00000034
HLA-B56:26;0,00000034
HLA-B56:27;0,00000004
HLA-B56:41;0,00000002
HLA-B57:01;0,02166620
HLA-B57:02;0,00148422
HLA-B57:03;0,00478519
HLA-B57:04;0,00016198
HLA-B57:05;0,00000647
HLA-B57:06;0,00000020
HLA-B57:07;0,00000022
HLA-B57:08;0,00000081
HLA-B57:09;0,00000044
HLA-B57:10;0,00000599
HLA-B57:11;0,00000004
HLA-B57:12;0,00000045
HLA-B57:14;0,00000551
HLA-B57:15;0,00000007
HLA-B57:16;0,00000004
HLA-B57:17;0,00000555
HLA-B57:20;0,00000002
HLA-B57:21;0,00000066
HLA-B57:22;0,00000016
HLA-B57:24;0,00000006
HLA-B57:25;0,00000008
HLA-B57:26;0,00000003
HLA-B57:30;0,00000001
HLA-B57:32;0,00000002
HLA-B57:34;0,00000001
HLA-B57:40;0,00000008
HLA-B57:44;0,00000002
HLA-B57:48;0,00000002
HLA-B57:76;0,00000896
HLA-B58:01;0,02710675
HLA-B58:02;0,00348866
HLA-B58:04;0,00000194
HLA-B58:05;0,00000716
HLA-B58:06;0,00004563
HLA-B58:07;0,00000004
HLA-B58:08;0,00000220
HLA-B58:09;0,00000006
HLA-B58:14;0,00000002
HLA-B58:16;0,00000119
HLA-B58:18;0,00000028
HLA-B58:19;0,00000071
HLA-B58:20;0,00000687
HLA-B58:21;0,00000002
HLA-B58:22;0,00000117
HLA-B58:23;0,00000006
HLA-B58:25;0,00000973
HLA-B58:27;0,00000010
HLA-B58:29;0,00000074
HLA-B58:32;0,00000093
HLA-B58:33;0,00000295
HLA-B58:34;0,00000796
HLA-B58:37;0,00000002
HLA-B58:40;0,00000687
HLA-B58:48;0,00000687
HLA-B59:01;0,00108205
HLA-B59:02;0,00000004
HLA-B59:03;0,00000004
HLA-B59:04;0,00000004
HLA-B59:05;0,00000004
HLA-B59:06;0,00000004
HLA-B67:01;0,00092388
HLA-B67:02;0,00000209
HLA-B67:03;0,00000025
HLA-B67:04;0,00000025
HLA-B73:01;0,00130482
HLA-B78:01;0,00094772
HLA-B78:02;0,00002124
HLA-B78:03;0,00000248
HLA-B78:04;0,00000436
HLA-B78:05;0,00000148
HLA-B78:06;0,00000084
HLA-B78:07;0,00000044
HLA-B81:01;0,00179955
HLA-B81:02;0,00000305
HLA-B81:04;0,00000024
HLA-B81:05;0,00000024
HLA-B81:06;0,00000024
HLA-B82:01;0,00021192
HLA-B82:02;0,00004552
HLA-B82:03;0,00000034
HLA-B83:01;0,00000031
HLA-C01:02;0,06812698
HLA-C01:03;0,00053047
HLA-C01:04;0,00000793
HLA-C01:05;0,00000317
HLA-C01:06;0,00002025
HLA-C01:07;0,00000107
HLA-C01:08;0,00001009
HLA-C01:10;0,00000555
HLA-C01:11;0,00000271
HLA-C01:12;0,00000004
HLA-C01:13;0,00000003
HLA-C01:14;0,00000155
HLA-C01:16;0,00000229
HLA-C01:17;0,00001366
HLA-C01:18;0,00000320
HLA-C01:22;0,00000332
HLA-C01:27;0,00000008
HLA-C01:30;0,00000147
HLA-C01:32;0,00000453
HLA-C01:44;0,00000273
HLA-C01:45;0,00000008
HLA-C01:51;0,00000006
HLA-C01:52;0,00000145
HLA-C01:54;0,00000029
HLA-C01:58;0,00000003
HLA-C01:59;0,00000005
HLA-C01:60;0,00000003
HLA-C02:02;0,03798354
HLA-C02:03;0,00000921
HLA-C02:04;0,00000311
HLA-C02:05;0,00000273
HLA-C02:06;0,00001404
HLA-C02:07;0,00000287
HLA-C02:08;0,00000710
HLA-C02:10;0,00061688
HLA-C02:12;0,00000008
HLA-C02:13;0,00000123
HLA-C02:14;0,00001253
HLA-C02:16;0,00000102
HLA-C02:18;0,00000268
HLA-C02:19;0,00000219
HLA-C02:20;0,00000159
HLA-C02:23;0,00000032
HLA-C02:24;0,00000013
HLA-C02:25;0,00000005
HLA-C02:26;0,00000049
HLA-C02:27;0,00000769
HLA-C02:28;0,00000032
HLA-C02:30;0,00000005
HLA-C02:32;0,00000003
HLA-C02:34;0,00000029
HLA-C02:35;0,00000003
HLA-C02:38;0,00000019
HLA-C02:40;0,00000005
HLA-C02:43;0,00000046
HLA-C02:44;0,00000005
HLA-C02:48;0,00000003
HLA-C02:51;0,00000003
HLA-C02:87;0,00000005
HLA-C02:98;0,00000003
HLA-C03:02;0,02218625
HLA-C03:03;0,04428012
HLA-C03:04;0,07167408
HLA-C03:05;0,00234317
HLA-C03:06;0,00046883
HLA-C03:07;0,00002530
HLA-C03:08;0,00001375
HLA-C03:09;0,00002272
HLA-C03:10;0,00000202
HLA-C03:104;0,00000003
HLA-C03:11;0,00000020
HLA-C03:113;0,00000324
HLA-C03:115;0,00000003
HLA-C03:127;0,00000003
HLA-C03:13;0,00000154
HLA-C03:136;0,00000005
HLA-C03:14;0,00000512
HLA-C03:148;0,00000005
HLA-C03:15;0,00000421
HLA-C03:151;0,00000003
HLA-C03:154;0,00000003
HLA-C03:159;0,00000003
HLA-C03:16;0,00003834
HLA-C03:17;0,00002375
HLA-C03:18;0,00000005
HLA-C03:19;0,00002759
HLA-C03:21;0,00000529
HLA-C03:211;0,00000161
HLA-C03:217;0,00000003
HLA-C03:23;0,00001911
HLA-C03:24;0,00001567
HLA-C03:25;0,00000399
HLA-C03:251;0,00000003
HLA-C03:26;0,00001605
HLA-C03:27;0,00000464
HLA-C03:28;0,00000005
HLA-C03:293;0,00000161
HLA-C03:297;0,00000161
HLA-C03:30;0,00000003
HLA-C03:315;0,00000003
HLA-C03:317;0,00000003
HLA-C03:32;0,00000086
HLA-C03:336;0,00000003
HLA-C03:34;0,00000268
HLA-C03:340;0,00000003
HLA-C03:35;0,00000023
HLA-C03:36;0,00000293
HLA-C03:37;0,00000295
HLA-C03:38;0,00000536
HLA-C03:39;0,00000054
HLA-C03:40;0,00000042
HLA-C03:41;0,00000646
HLA-C03:42;0,00000169
HLA-C03:43;0,00000654
HLA-C03:44;0,00000274
HLA-C03:47;0,00000019
HLA-C03:49;0,00000075
HLA-C03:51;0,00000013
HLA-C03:53;0,00000010
HLA-C03:54;0,00000027
HLA-C03:56;0,00000366
HLA-C03:57;0,00000046
HLA-C03:60;0,00000056
HLA-C03:64;0,00000137
HLA-C03:67;0,00000110
HLA-C03:69;0,00000007
HLA-C03:70;0,00000008
HLA-C03:78;0,00000046
HLA-C03:81;0,00000130
HLA-C03:82;0,00000003
HLA-C03:86;0,00000134
HLA-C03:88;0,00000517
HLA-C03:91;0,00000003
HLA-C03:94;0,00000241
HLA-C04:01;0,12492054
HLA-C04:03;0,00790242
HLA-C04:04;0,00042207
HLA-C04:05;0,00000121
HLA-C04:06;0,00052305
HLA-C04:07;0,00020311
HLA-C04:08;0,00001002
HLA-C04:09;0,00015692
HLA-C04:10;0,00006645
HLA-C04:104;0,00000003
HLA-C04:11;0,00000556
HLA-C04:110;0,00000003
HLA-C04:118;0,00000003
HLA-C04:12;0,00000004
HLA-C04:13;0,00002464
HLA-C04:131;0,00000003
HLA-C04:132;0,00000185
HLA-C04:139;0,00000003
HLA-C04:14;0,00000411
HLA-C04:146;0,00000161
HLA-C04:15;0,00000717
HLA-C04:16;0,00000389
HLA-C04:17;0,00000016
HLA-C04:18;0,00000136
HLA-C04:19;0,00000051
HLA-C04:206;0,00000003
HLA-C04:218;0,00000003
HLA-C04:226;0,00000885
HLA-C04:23;0,00000032
HLA-C04:24;0,00000183
HLA-C04:26;0,00000190
HLA-C04:27;0,00001097
HLA-C04:29;0,00000965
HLA-C04:30;0,00000137
HLA-C04:301;0,00000003
HLA-C04:32;0,00000010
HLA-C04:33;0,00000283
HLA-C04:34;0,00000008
HLA-C04:36;0,00000004
HLA-C04:37;0,00000161
HLA-C04:42;0,00000046
HLA-C04:45;0,00000011
HLA-C04:46;0,00000064
HLA-C04:47;0,00000013
HLA-C04:49;0,00000026
HLA-C04:52;0,00000013
HLA-C04:54;0,00000029
HLA-C04:55;0,00000035
HLA-C04:56;0,00000016
HLA-C04:58;0,00000027
HLA-C04:61;0,00000003
HLA-C04:62;0,00000003
HLA-C04:63;0,00000008
HLA-C04:65;0,00000003
HLA-C04:77;0,00000002
HLA-C04:78;0,00000080
HLA-C04:82;0,00001900
HLA-C04:93;0,00000003
HLA-C04:95;0,00000003
HLA-C04:96;0,00000003
HLA-C05:01;0,03881668
HLA-C05:04;0,00000279
HLA-C05:05;0,00000061
HLA-C05:06;0,00000053
HLA-C05:07;0,00000424
HLA-C05:08;0,00000807
HLA-C05:09;0,00002249
HLA-C05:10;0,00000090
HLA-C05:11;0,00000033
HLA-C05:111;0,00000003
HLA-C05:13;0,00000081
HLA-C05:14;0,00001621
HLA-C05:15;0,00000011
HLA-C05:16;0,00000035
HLA-C05:18;0,00000169
HLA-C05:19;0,00000005
HLA-C05:20;0,00000059
HLA-C05:22;0,00000012
HLA-C05:24;0,00000003
HLA-C05:25;0,00000054
HLA-C05:27;0,00000003
HLA-C05:28;0,00000011
HLA-C05:29;0,00000119
HLA-C05:32;0,00000029
HLA-C05:33;0,00000003
HLA-C05:34;0,00000158
HLA-C05:36;0,00000012
HLA-C05:37;0,00000348
HLA-C05:38;0,00000002
HLA-C05:39;0,00000038
HLA-C05:42;0,00000029
HLA-C05:43;0,00000003
HLA-C05:44;0,00000003
HLA-C05:47;0,00000029
HLA-C05:65;0,00000276
HLA-C05:67;0,00000005
HLA-C05:98;0,00000003
HLA-C05:99;0,00000003
HLA-C06:02;0,07707442
HLA-C06:03;0,00000141
HLA-C06:04;0,00001527
HLA-C06:06;0,00002386
HLA-C06:07;0,00000286
HLA-C06:08;0,00001615
HLA-C06:09;0,00001003
HLA-C06:10;0,00000003
HLA-C06:11;0,00000544
HLA-C06:12;0,00000043
HLA-C06:127;0,00000046
HLA-C06:138;0,00000267
HLA-C06:14;0,00000034
HLA-C06:148;0,00000003
HLA-C06:15;0,00000236
HLA-C06:16;0,00000373
HLA-C06:17;0,00008017
HLA-C06:18;0,00000088
HLA-C06:20;0,00000003
HLA-C06:23;0,00000050
HLA-C06:24;0,00000147
HLA-C06:26;0,00000003
HLA-C06:27;0,00000464
HLA-C06:28;0,00000179
HLA-C06:30;0,00000325
HLA-C06:32;0,00000097
HLA-C06:34;0,00000003
HLA-C06:38;0,00000161
HLA-C06:39;0,00000043
HLA-C06:43;0,00000027
HLA-C06:47;0,00000115
HLA-C06:49;0,00000094
HLA-C06:50;0,00000005
HLA-C06:53;0,00000802
HLA-C06:54;0,00000003
HLA-C06:57;0,00000080
HLA-C06:65;0,00000003
HLA-C06:66;0,00000003
HLA-C06:73;0,00000137
HLA-C06:89;0,00000137
HLA-C06:91;0,00000005
HLA-C06:96;0,00000003
HLA-C06:98;0,00000134
HLA-C07:01;0,09705248
HLA-C07:02;0,12549081
HLA-C07:03;0,00004408
HLA-C07:04;0,01290427
HLA-C07:05;0,00008707
HLA-C07:06;0,00026409
HLA-C07:07;0,00002129
HLA-C07:08;0,00001780
HLA-C07:09;0,00001918
HLA-C07:10;0,00001426
HLA-C07:100;0,00000056
HLA-C07:101;0,00000038
HLA-C07:102;0,00000083
HLA-C07:103;0,00000027
HLA-C07:104;0,00000045
HLA-C07:105;0,00000035
HLA-C07:106;0,00000043
HLA-C07:107;0,00000043
HLA-C07:108;0,00000027
HLA-C07:109;0,00001006
HLA-C07:112;0,00000008
HLA-C07:114;0,00000003
HLA-C07:116;0,00000003
HLA-C07:117;0,00000011
HLA-C07:118;0,00000005
HLA-C07:119;0,00000003
HLA-C07:12;0,00000705
HLA-C07:120;0,00000016
HLA-C07:121;0,00000003
HLA-C07:122;0,00000003
HLA-C07:123;0,00000130
HLA-C07:124;0,00000003
HLA-C07:126;0,00000174
HLA-C07:127;0,00000003
HLA-C07:13;0,00000797
HLA-C07:130;0,00000029
HLA-C07:133;0,00000007
HLA-C07:137;0,00000016
HLA-C07:138;0,00000270
HLA-C07:14;0,00000694
HLA-C07:140;0,00000014
HLA-C07:141;0,00000115
HLA-C07:143;0,00000003
HLA-C07:145;0,00000003
HLA-C07:147;0,00000029
HLA-C07:148;0,00000005
HLA-C07:15;0,00000529
HLA-C07:150;0,00000003
HLA-C07:151;0,00000003
HLA-C07:152;0,00000005
HLA-C07:154;0,00000003
HLA-C07:155;0,00000102
HLA-C07:156;0,00000008
HLA-C07:157;0,00000005
HLA-C07:158;0,00000005
HLA-C07:16;0,00000844
HLA-C07:161;0,00000086
HLA-C07:162;0,00000043
HLA-C07:163;0,00000035
HLA-C07:164;0,00000040
HLA-C07:165;0,00000099
HLA-C07:168;0,00000054
HLA-C07:169;0,00000062
HLA-C07:17;0,00006947
HLA-C07:170;0,00000198
HLA-C07:171;0,00000180
HLA-C07:172;0,00000338
HLA-C07:173;0,00000228
HLA-C07:174;0,00000172
HLA-C07:175;0,00000180
HLA-C07:176;0,00000198
HLA-C07:177;0,00000153
HLA-C07:178;0,00000145
HLA-C07:179;0,00000180
HLA-C07:18;0,00017948
HLA-C07:180;0,00000005
HLA-C07:181;0,00000003
HLA-C07:182;0,00000046
HLA-C07:187;0,00000027
HLA-C07:19;0,00004073
HLA-C07:192;0,00000005
HLA-C07:205;0,00000008
HLA-C07:209;0,00000003
HLA-C07:21;0,00000399
HLA-C07:212;0,00000003
HLA-C07:216;0,00000003
HLA-C07:218;0,00000003
HLA-C07:22;0,00002153
HLA-C07:223;0,00000003
HLA-C07:23;0,00000080
HLA-C07:24;0,00002680
HLA-C07:241;0,00000003
HLA-C07:242;0,00000005
HLA-C07:249;0,00000134
HLA-C07:25;0,00000192
HLA-C07:257;0,00000003
HLA-C07:26;0,00020479
HLA-C07:27;0,00007787
HLA-C07:28;0,00000290
HLA-C07:29;0,00003466
HLA-C07:292;0,00000003
HLA-C07:30;0,00000016
HLA-C07:31;0,00000144
HLA-C07:314;0,00000134
HLA-C07:32;0,00000049
HLA-C07:33;0,00000008
HLA-C07:346;0,00000140
HLA-C07:35;0,00000718
HLA-C07:36;0,00000110
HLA-C07:360;0,00000003
HLA-C07:37;0,00000317
HLA-C07:38;0,00000003
HLA-C07:39;0,00000003
HLA-C07:391;0,00000003
HLA-C07:40;0,00000604
HLA-C07:43;0,00000792
HLA-C07:46;0,00000509
HLA-C07:483;0,00000003
HLA-C07:49;0,00000129
HLA-C07:51;0,00000266
HLA-C07:53;0,00000003
HLA-C07:54;0,00000008
HLA-C07:548;0,00000003
HLA-C07:55;0,00000147
HLA-C07:552;0,00000003
HLA-C07:56;0,00002230
HLA-C07:564;0,00000003
HLA-C07:578;0,00000279
HLA-C07:58;0,00000029
HLA-C07:60;0,00000261
HLA-C07:61;0,00000123
HLA-C07:66;0,00001195
HLA-C07:67;0,00000147
HLA-C07:672;0,00000003
HLA-C07:68;0,00000646
HLA-C07:70;0,00000005
HLA-C07:71;0,00000003
HLA-C07:72;0,00000039
HLA-C07:75;0,00000029
HLA-C07:76;0,00000056
HLA-C07:79;0,00000011
HLA-C07:80;0,00000328
HLA-C07:83;0,00000005
HLA-C07:85;0,00000083
HLA-C07:89;0,00000013
HLA-C07:91;0,00000016
HLA-C07:92;0,00000020
HLA-C07:93;0,00000021
HLA-C07:95;0,00000186
HLA-C07:96;0,00000008
HLA-C07:97;0,00000003
HLA-C07:99;0,00000011
HLA-C08:01;0,03567569
HLA-C08:02;0,02254986
HLA-C08:03;0,00288902
HLA-C08:04;0,00123826
HLA-C08:05;0,00000416
HLA-C08:06;0,00016175
HLA-C08:07;0,00000160
HLA-C08:08;0,00000420
HLA-C08:10;0,00000258
HLA-C08:103;0,00000003
HLA-C08:11;0,00000257
HLA-C08:12;0,00000254
HLA-C08:13;0,00001169
HLA-C08:137;0,00000161
HLA-C08:15;0,00000229
HLA-C08:16;0,00000137
HLA-C08:18;0,00000005
HLA-C08:20;0,00000147
HLA-C08:21;0,00000137
HLA-C08:22;0,00002407
HLA-C08:23;0,00000029
HLA-C08:25;0,00000267
HLA-C08:27;0,00000244
HLA-C08:28;0,00000118
HLA-C08:29;0,00000027
HLA-C08:30;0,00000003
HLA-C08:33;0,00000003
HLA-C08:34;0,00000003
HLA-C08:35;0,00000021
HLA-C08:39;0,00000136
HLA-C08:41;0,00000408
HLA-C08:42;0,00000051
HLA-C08:43;0,00000008
HLA-C08:72;0,00000161
HLA-C12:02;0,02457794
HLA-C12:03;0,04173300
HLA-C12:04;0,00100645
HLA-C12:05;0,00006806
HLA-C12:06;0,00000090
HLA-C12:07;0,00001923
HLA-C12:09;0,00000487
HLA-C12:100;0,00000003
HLA-C12:101;0,00000046
HLA-C12:11;0,00000011
HLA-C12:12;0,00001229
HLA-C12:13;0,00003859
HLA-C12:139;0,00000268
HLA-C12:14;0,00000004
HLA-C12:141;0,00000003
HLA-C12:15;0,00000391
HLA-C12:16;0,00001242
HLA-C12:18;0,00000422
HLA-C12:19;0,00000088
HLA-C12:20;0,00000080
HLA-C12:21;0,00000094
HLA-C12:24;0,00000031
HLA-C12:27;0,00000080
HLA-C12:28;0,00000008
HLA-C12:30;0,00000027
HLA-C12:33;0,00000003
HLA-C12:34;0,00000287
HLA-C12:42;0,00000011
HLA-C12:43;0,00000011
HLA-C12:45;0,00000003
HLA-C12:48;0,00000003
HLA-C12:51;0,00000002
HLA-C12:62;0,00000003
HLA-C12:78;0,00000003
HLA-C12:86;0,00000003
HLA-C12:98;0,00000134
HLA-C12:99;0,00000003
HLA-C14:02;0,02529810
HLA-C14:03;0,00611527
HLA-C14:04;0,00001116
HLA-C14:05;0,00000431
HLA-C14:06;0,00000357
HLA-C14:07;0,00000736
HLA-C14:08;0,00000736
HLA-C14:10;0,00000097
HLA-C14:11;0,00000264
HLA-C14:12;0,00000021
HLA-C14:18;0,00000005
HLA-C14:32;0,00000003
HLA-C14:41;0,00000003
HLA-C14:55;0,00000200
HLA-C15:02;0,03601658
HLA-C15:03;0,00000440
HLA-C15:04;0,00087981
HLA-C15:05;0,00830025
HLA-C15:06;0,00021568
HLA-C15:07;0,00007616
HLA-C15:08;0,00000791
HLA-C15:09;0,00027399
HLA-C15:10;0,00002655
HLA-C15:11;0,00002035
HLA-C15:12;0,00000330
HLA-C15:13;0,00001964
HLA-C15:15;0,00000180
HLA-C15:16;0,00000017
HLA-C15:17;0,00000381
HLA-C15:18;0,00000046
HLA-C15:19;0,00000180
HLA-C15:21;0,00000027
HLA-C15:22;0,00000206
HLA-C15:23;0,00000121
HLA-C15:24;0,00000048
HLA-C15:26;0,00000027
HLA-C15:27;0,00000161
HLA-C15:28;0,00000029
HLA-C15:30;0,00000279
HLA-C15:36;0,00000062
HLA-C15:37;0,00000003
HLA-C15:38;0,00000003
HLA-C15:44;0,00000003
HLA-C15:45;0,00000083
HLA-C15:48;0,00000013
HLA-C15:50;0,00000027
HLA-C15:62;0,00000046
HLA-C15:69;0,00000003
HLA-C16:01;0,02852398
HLA-C16:02;0,00653325
HLA-C16:04;0,00179171
HLA-C16:06;0,00000027
HLA-C16:07;0,00000083
HLA-C16:08;0,00000286
HLA-C16:09;0,00000040
HLA-C16:12;0,00000160
HLA-C16:13;0,00000003
HLA-C16:14;0,00000013
HLA-C16:15;0,00000005
HLA-C16:16;0,00000032
HLA-C16:18;0,00000008
HLA-C16:19;0,00000016
HLA-C16:21;0,00000016
HLA-C16:22;0,00000013
HLA-C16:26;0,00000005
HLA-C16:27;0,00000002
HLA-C16:35;0,00000011
HLA-C16:46;0,00000941
HLA-C16:73;0,00000003
HLA-C17:01;0,01529936
HLA-C17:02;0,00000482
HLA-C17:03;0,00063424
HLA-C17:04;0,00000299
HLA-C17:07;0,00000005
HLA-C17:28;0,00000046
HLA-C18:01;0,00386460
HLA-C18:02;0,00002362
HLA-C18:03;0,00000140
HLA-C18:06;0,00000046
